15.37576206,14.49387795,15.60100563,13.68114126,15.26294666,14.89295532,14.45368346,14.8562769,14.64470077,14.80562892
15.32426756,15.47016064,15.60957284,14.6469477,14.2092225,14.77708626,14.0352846,15.26741318,14.96390718,14.82119312
14.5099288,15.34477642,14.13327986,14.85027633,14.31772646,15.30171903,14.35060302,14.17359394,14.6565074,15.95253833
15.06738992,14.52879586,15.65175204,14.91954836,15.62659806,14.90773313,15.26854289,14.32359673,15.53301204,16.0373849
14.1614464,15.0696707,15.00082159,15.36607137,14.75254802,16.70486438,15.73310176,14.58186887,14.37733952,15.18267906
14.87024815,15.37081132,14.34876136,14.92070365,14.59604788,15.63688293,14.52732391,14.9774331,14.87009629,15.14682958
15.29379566,15.47754568,15.33057969,15.51671444,14.55121444,15.13011805,15.85524599,15.40155015,13.58385198,14.62557236
15.42820249,14.74220879,15.07476255,14.65739306,15.00730572,15.81960588,14.55458731,13.77334387,15.75065121,15.38604823
13.66780424,14.92099983,15.03104715,14.69398944,16.15299653,15.86619956,16.20857951,15.67824936,14.40358293,14.52808077
15.63626957,15.18142799,14.91595105,15.8370561,14.51976515,16.35699971,15.7346708,14.75934746,15.32553591,14.35696393
15.00828089,14.06937417,14.39324258,16.14216165,15.82062794,14.80665558,14.65572864,14.58180985,14.88279479,15.55979223
15.23824401,14.62728634,14.55958438,15.06577759,16.07294844,14.15911613,14.90943622,15.42337848,15.92335328,14.88327451
16.2128924,15.21883292,14.91899169,15.57226002,14.71893772,15.10880831,14.65261289,14.85221235,15.96900446,14.75402319
15.5226074,15.30741586,14.7522915,15.02742867,15.45799764,15.3173755,14.45663657,15.13847784,14.69210685,13.84948834
14.1504777,14.3018569,15.67467034,14.96388638,15.68937944,14.71076578,15.27122894,15.5400563,15.58042134,14.69207552
14.9872142,15.93421031,15.29802251,15.8203251,14.31867234,14.38453583,14.66905866,14.5533667,14.1708566,14.82135194
14.49868731,16.02980414,15.16709256,15.87497437,15.47328123,15.34781369,15.23005607,14.95773513,14.69010132,14.74737233
14.46326223,14.73907886,14.55284626,14.11426654,15.73630593,14.95197751,14.77658574,14.65618267,15.03138169,13.98004381
15.46295434,14.87020819,14.44087778,14.18058912,14.38248829,14.59734757,15.5405874,15.12780366,15.58581241,13.96208733
15.43756586,13.95793176,16.19568349,15.49359924,15.10245326,15.27255704,15.30018391,15.34705586,15.59353084,14.74160828
